index,id,title,type,release_year,age_certification,runtime,genres,production_countries,seasons,imdb_id,imdb_score,imdb_votes
1755,tm244577,Love O2O,MOVIE,2016,,105,"['romance', 'drama']",['CN'],,tt6093452,6.4,998.0
1756,tm409220,Ojukokoro (Greed),MOVIE,2016,,110,"['comedy', 'thriller', 'crime']",['NG'],,tt6660922,6.7,62.0
1757,tm549892,Aerials,MOVIE,2016,,90,"['drama', 'scifi', 'thriller']",['AE'],,tt5314138,1.5,382.0
1758,ts285233,Unchained fate,SHOW,2016,TV-14,40,['scifi'],['MY'],1.0,,,
1759,tm239635,Jimmy Carr: Funny Business,MOVIE,2016,,62,[],['GB'],,,,
1760,tm319354,Santa Pac's Merry Berry Day,MOVIE,2016,,44,"['action', 'animation', 'comedy']","['JP', 'US', 'CA']",,,,
1761,ts87884,Sons of the Caliphate,SHOW,2015,TV-14,39,['drama'],['NG'],1.0,tt10202268,7.4,32.0
1762,tm257141,Cedric the Entertainer: Live from the Ville,MOVIE,2016,,60,['comedy'],['US'],,tt5753806,6.0,681.0
1763,tm244635,The Blind Christ,MOVIE,2016,,95,['drama'],"['CL', 'FR']",,tt4778424,5.8,273.0
1764,tm456667,Black,MOVIE,2015,,90,['action'],[],,tt7254796,4.4,74.0
1765,tm198842,Souk Bazaar,MOVIE,2015,PG,97,['comedy'],['TR'],,tt4324242,5.2,1891.0
1766,tm211424,Dharam Sankat Mein,MOVIE,2015,PG-13,129,"['comedy', 'drama']",['IN'],,tt4354740,6.3,2237.0
1767,tm421214,Saudi Arabia Uncovered,MOVIE,2016,,51,['documentation'],['SA'],,,,
1768,tm286268,#Rucker50,MOVIE,2016,,56,['documentation'],['US'],,tt6475636,5.2,117.0
1769,tm313374,The Tour,MOVIE,2016,,93,"['comedy', 'european']",['CZ'],,,,
1770,tm244380,Barcelona: A Love Untold,MOVIE,2016,,132,"['drama', 'romance']",['PH'],,tt5755912,6.9,749.0
1771,tm540757,Project Marathwada,MOVIE,2016,,110,['drama'],['IN'],,tt5714802,6.6,88.0
1772,tm267112,Gang of the Caribbean,MOVIE,2016,,90,"['thriller', 'european']",['FR'],,tt2174084,5.1,294.0
1773,tm245042,Budhia Singh: Born to Run,MOVIE,2016,,112,"['drama', 'sport']",['IN'],,tt5805252,7.6,1479.0
1774,tm198786,Crazy Beautiful You,MOVIE,2015,,115,"['romance', 'drama', 'comedy']",['PH'],,tt4377918,7.2,828.0
1775,tm226320,Kara Bela,MOVIE,2015,PG-13,100,"['comedy', 'action', 'drama']",['TR'],,tt5274684,6.8,8920.0
1776,tm424879,Road To High & Low,MOVIE,2016,,95,"['action', 'drama']",['JP'],,tt5659164,6.7,177.0
1777,ts36741,Fartsa,SHOW,2015,TV-14,60,"['crime', 'drama']",['RU'],1.0,tt4567218,6.7,195.0
1778,tm214589,The Breakup Playlist,MOVIE,2015,,117,"['drama', 'music', 'romance']",['PH'],,tt4628812,6.5,303.0
1779,ts35963,Singles Villa,SHOW,2015,TV-14,45,"['drama', 'romance']",['CN'],1.0,tt5053036,7.7,28.0
1780,tm279828,Vince & Kath & James,MOVIE,2016,,116,['romance'],['PH'],,tt6271264,6.9,371.0
1781,tm571645,Sommore: The Reign Continues,MOVIE,2015,R,93,['comedy'],['US'],,tt4172758,6.9,76.0
1782,tm247159,The Last Egg,MOVIE,2016,,95,"['romance', 'drama', 'comedy']",['VN'],,tt5357902,4.8,98.0
1783,tm295349,Ricardo O'Farrill: abrazo navideño,MOVIE,2016,,31,['comedy'],['MX'],,tt6475778,5.7,67.0
1784,tm205333,You're My Boss,MOVIE,2015,,116,"['comedy', 'romance']",['PH'],,tt4489160,6.3,272.0
1785,tm231911,Everyday I Love You,MOVIE,2015,,122,"['romance', 'drama']",['PH'],,tt4944460,7.1,491.0
1786,tm139590,Triumph in the Skies,MOVIE,2015,,100,"['comedy', 'drama']",['HK'],,tt1929433,4.3,368.0
1787,tm283909,The Super Parental Guardians,MOVIE,2016,,115,['comedy'],['PH'],,tt6271110,4.5,204.0
1788,tm407961,Gbomo Gbomo Express,MOVIE,2015,,97,"['drama', 'crime']",['NG'],,tt4527090,5.0,50.0
1789,tm207734,Chris D'Elia: Incorrigible,MOVIE,2015,R,83,"['comedy', 'documentation']",['US'],,tt4624852,6.4,1535.0
1790,tm247396,Virunga: Gorillas in Peril,MOVIE,2015,,28,['documentation'],['US'],,tt4677816,6.6,32.0
1791,tm811691,Thomas & Friends: Full Steam To The Rescue!,MOVIE,2016,,93,['family'],['GB'],,,,
1792,tm242745,Cristina,MOVIE,2016,,39,"['drama', 'documentation']",['US'],,,,
1793,tm225416,Janoskians: Untold and Untrue,MOVIE,2015,,88,['comedy'],['US'],,tt4841640,3.7,160.0
1794,tm282988,Dieter Nuhr: Nuhr in Berlin,MOVIE,2016,,68,"['comedy', 'european']",['DE'],,tt6959666,4.8,67.0
1795,tm246810,Santa Banta Pvt Ltd,MOVIE,2016,,112,"['comedy', 'crime', 'drama']",['IN'],,tt2909396,2.7,282.0
1796,ts249161,Tariqi: My Way,SHOW,2015,TV-14,42,"['drama', 'music']",['EG'],1.0,tt5528490,7.2,143.0
1797,tm252609,76,MOVIE,2016,PG-13,118,"['romance', 'drama']",['NG'],,tt2385126,5.6,220.0
1798,ts248736,The Governor,SHOW,2016,TV-14,45,['drama'],['NG'],1.0,tt7128052,7.4,100.0
1799,tm528287,Chhota Bheem in African Safari,MOVIE,2015,,62,['animation'],[],,tt6418390,6.5,12.0
1800,tm562821,Grandmother's Farm Part 2,MOVIE,2015,,80,"['comedy', 'horror', 'thriller']",['AE'],,tt4658908,5.3,59.0
1801,tm244041,Jandino: Whatever it Takes,MOVIE,2016,,94,['comedy'],"['GB', 'NL']",,tt6999080,4.5,30.0
1802,tm272666,The Unmarried Wife,MOVIE,2016,,130,"['romance', 'drama']",['PH'],,tt5755796,5.8,188.0
1803,tm219739,The Love Affair,MOVIE,2015,,125,"['romance', 'drama']",['PH'],,tt4202506,6.2,256.0
1804,tm860487,Pac’s Scary Halloween,MOVIE,2016,,44,"['fantasy', 'horror']",['US'],,,,
1805,tm1063792,,MOVIE,2015,,11,[],[],,tt4661188,,
1806,ts53513,Back to 1989,SHOW,2016,TV-14,44,"['scifi', 'drama']",['TW'],1.0,tt6273088,8.0,106.0
1807,tm232090,Snervous Tyler Oakley,MOVIE,2015,PG-13,82,['documentation'],['US'],,tt5073746,5.4,473.0
1808,tm317850,Meet The in-Laws,MOVIE,2016,,75,['comedy'],['NG'],,tt8332742,6.0,23.0
1809,tm235005,Oloibiri,MOVIE,2015,,106,"['thriller', 'drama', 'action']","['CA', 'NG']",,tt8007138,5.1,183.0
1810,tm296203,A Chaster Marriage,MOVIE,2016,PG-13,93,"['romance', 'family', 'comedy']",['TR'],,tt6379048,5.4,874.0
1811,ts83535,Popples,SHOW,2015,,25,['animation'],"['FR', 'RU', 'US']",3.0,tt4210022,6.0,57.0
1812,tm350727,Hajwala: The Missing Engine,MOVIE,2016,R,96,"['drama', 'thriller', 'action', 'crime', 'sport']",['AE'],,tt6200274,2.1,250.0
1813,tm245050,The Arbitration,MOVIE,2016,,100,"['drama', 'comedy']",['NG'],,tt5811182,5.1,121.0
1814,tm212909,Just the Way You Are,MOVIE,2015,,107,"['drama', 'comedy', 'romance']",['PH'],,tt3837166,6.3,502.0
1815,ts38703,My Little Baby,SHOW,2016,TV-PG,37,"['comedy', 'drama']",['KR'],1.0,tt5546516,6.9,103.0
1816,ts83449,Love Storm,SHOW,2016,TV-14,87,['family'],['TW'],1.0,tt6093070,5.5,325.0
1817,ts56544,Bibik Bibikku,SHOW,2016,TV-PG,40,"['drama', 'comedy']",['MY'],1.0,,,
1818,tm271333,The Third Party,MOVIE,2016,,118,"['comedy', 'romance']",['PH'],,tt6088634,6.1,267.0
1819,tm421382,Lakeeran,MOVIE,2016,,113,['drama'],['IN'],,tt6115284,6.2,33.0
1820,tm368725,Love Is a Story,MOVIE,2015,,107,"['comedy', 'european', 'romance']",['RO'],,tt3764686,6.0,365.0
1821,tm350044,A Man Returned,MOVIE,2016,,30,['documentation'],[],,,,
1822,tm234735,Time Out,MOVIE,2015,,98,"['drama', 'animation', 'family', 'music']",['IN'],,tt4396648,6.0,399.0
1823,tm239078,Jada,MOVIE,2016,PG-13,16,"['drama', 'sport']",['US'],,tt9769714,5.3,157.0
1824,ts53864,Ozark,SHOW,2017,TV-MA,60,"['crime', 'thriller', 'drama']",['US'],4.0,tt5071412,8.5,278223.0
1825,ts77795,Derry Girls,SHOW,2018,TV-MA,25,['comedy'],['GB'],3.0,tt7120662,8.4,28718.0
1826,ts56683,The Sinner,SHOW,2017,TV-MA,45,"['crime', 'thriller', 'drama']",['US'],4.0,tt6048596,7.9,117055.0
1827,tm239091,Blade Runner 2049,MOVIE,2017,R,164,"['scifi', 'thriller', 'action', 'drama']","['CA', 'HU', 'MX', 'ES', 'GB', 'US']",,tt1856101,8.0,539864.0
1828,ts55668,Dark,SHOW,2017,TV-MA,56,"['scifi', 'crime', 'drama', 'thriller']",['DE'],3.0,tt5753856,8.7,354443.0
1829,tm310953,Sorry to Bother You,MOVIE,2018,R,111,"['fantasy', 'scifi', 'drama', 'comedy']",['US'],,tt5688932,6.9,75653.0
1830,tm232797,Dunkirk,MOVIE,2017,PG-13,107,"['drama', 'history', 'thriller', 'war', 'action', 'european']","['US', 'FR', 'NL', 'GB']",,tt5013056,7.8,619645.0
1831,tm244259,Wind River,MOVIE,2017,R,106,"['thriller', 'crime', 'drama', 'western']","['FR', 'GB', 'US']",,tt6185846,7.7,240408.0
1832,tm315344,Molly's Game,MOVIE,2017,R,140,"['drama', 'crime', 'sport']","['CA', 'US', 'CN']",,tt4209788,7.4,165817.0
1833,ts53023,Riverdale,SHOW,2017,TV-14,42,"['thriller', 'drama', 'romance', 'crime']",['US'],6.0,tt5420376,6.7,139154.0
1834,ts81064,Legacies,SHOW,2018,TV-14,42,"['scifi', 'drama', 'fantasy', 'horror']",['US'],4.0,tt8103070,7.3,28877.0
1835,ts42405,Mindhunter,SHOW,2017,TV-MA,53,"['crime', 'drama', 'thriller']",['US'],2.0,tt5290382,8.6,261429.0
1836,tm318206,Den of Thieves,MOVIE,2018,R,140,"['thriller', 'action', 'crime', 'drama']",['US'],,tt1259528,7.0,107701.0
1837,ts83970,All American,SHOW,2018,TV-14,42,"['drama', 'sport']",['US'],4.0,tt7414406,7.6,9704.0
1838,tm315174,Phantom Thread,MOVIE,2017,R,130,"['romance', 'drama']","['US', 'GB']",,tt5776858,7.4,128600.0
1839,ts81294,Manifest,SHOW,2018,TV-14,42,"['scifi', 'drama', 'thriller']",['US'],3.0,tt8421350,7.1,50145.0
1840,ts78305,Elite,SHOW,2018,TV-MA,48,"['crime', 'drama', 'thriller']",['ES'],5.0,tt7134908,7.4,73062.0
1841,ts78801,Cobra Kai,SHOW,2018,TV-14,31,"['action', 'comedy', 'drama', 'sport']",['US'],5.0,tt7221388,8.6,163858.0
1842,ts79813,You,SHOW,2018,TV-MA,47,"['thriller', 'crime', 'drama', 'romance']",['US'],3.0,tt7335184,7.7,225949.0
1843,ts77398,Lost in Space,SHOW,2018,TV-PG,49,"['scifi', 'action', 'drama', 'thriller', 'family']",['US'],3.0,tt5232792,7.3,96868.0
1844,ts56768,Money Heist,SHOW,2017,TV-MA,50,"['crime', 'drama', 'thriller', 'action', 'european']",['ES'],5.0,tt6468322,8.3,450797.0
1845,tm344989,Lady Bird,MOVIE,2017,R,94,"['drama', 'comedy']",['US'],,tt4925292,7.4,277165.0
1846,ts57120,Good Girls,SHOW,2018,TV-14,42,"['comedy', 'drama', 'crime']",['US'],4.0,tt6474378,7.7,49867.0
1847,tm287684,The Ritual,MOVIE,2017,R,94,"['horror', 'thriller']","['GB', 'CA']",,tt5638642,6.3,92788.0
1848,ts81884,Bodyguard,SHOW,2018,TV-MA,60,"['war', 'crime', 'drama', 'thriller', 'european']",['GB'],2.0,tt7493974,8.1,114446.0
1849,ts75151,Godless,SHOW,2017,TV-MA,65,"['western', 'documentation', 'action', 'drama', 'crime']",['US'],1.0,tt5516154,7.6,27.0
1850,ts54102,Altered Carbon,SHOW,2018,TV-MA,52,"['scifi', 'thriller', 'action', 'drama']",['US'],2.0,tt2261227,7.9,162018.0
1851,ts75097,Maniac,SHOW,2018,TV-MA,39,"['drama', 'scifi', 'comedy']",['US'],1.0,tt5580146,7.7,74877.0
1852,ts84785,Dirty John,SHOW,2018,TV-MA,44,"['crime', 'drama']",['US'],2.0,tt15438396,7.3,20817.0
1853,tm244220,Darkest Hour,MOVIE,2017,PG-13,125,"['drama', 'war', 'history', 'thriller', 'family']",['GB'],,tt4555426,7.4,193208.0
1854,ts42477,Babylon Berlin,SHOW,2017,TV-MA,49,"['crime', 'thriller', 'drama', 'european']",['DE'],4.0,tt4378376,8.4,23256.0
1855,ts81208,Charmed,SHOW,2018,TV-14,42,"['scifi', 'drama', 'fantasy']",['US'],4.0,tt6394324,4.5,16091.0
1856,ts58433,The Haunting of Hill House,SHOW,2018,TV-MA,58,"['drama', 'scifi', 'horror', 'thriller']",['US'],1.0,tt6763664,8.6,226817.0
1857,ts57850,HAPPY!,SHOW,2017,TV-MA,43,"['scifi', 'comedy', 'thriller', 'action', 'crime', 'fantasy']",['US'],2.0,tt2452242,8.1,37747.0
1858,ts53663,Workin' Moms,SHOW,2017,TV-MA,22,"['comedy', 'drama']",['CA'],6.0,tt6143796,7.8,14892.0
1859,tm244364,The Nightingale,MOVIE,2018,R,136,"['thriller', 'drama', 'horror']",['AU'],,tt4068576,7.3,28196.0
1860,ts79229,Wild Wild Country,SHOW,2018,TV-MA,67,"['crime', 'documentation']",['US'],1.0,tt7768848,8.1,29298.0
1861,ts77955,Somebody Feed Phil,SHOW,2018,TV-14,52,['documentation'],['US'],5.0,tt7752034,8.2,4420.0
1862,ts75879,Big Mouth,SHOW,2017,TV-MA,27,"['animation', 'comedy', 'romance']",['US'],6.0,tt6524350,7.9,74660.0
1863,tm420745,How It Ends,MOVIE,2018,,113,"['thriller', 'action', 'drama', 'scifi']","['CA', 'US']",,tt5246700,5.0,51513.0
1864,ts57465,Dynasty,SHOW,2017,TV-14,42,['drama'],['US'],5.0,tt6128300,7.2,21136.0
1865,tm232500,The Disaster Artist,MOVIE,2017,R,104,"['comedy', 'drama']",['US'],,tt3521126,7.3,149604.0
1866,ts54054,Imposters,SHOW,2017,TV-14,43,"['drama', 'comedy', 'crime']",['US'],2.0,tt5212822,7.8,13238.0
1867,ts55982,Anne with an E,SHOW,2017,TV-G,46,"['drama', 'family']",['CA'],3.0,tt5421602,8.7,51001.0
1868,tm350379,Ghostland,MOVIE,2018,R,91,"['horror', 'thriller', 'drama', 'european']","['FR', 'CA']",,tt6195094,6.4,30444.0
1869,tm363103,Perfect Bid: The Contestant Who Knew Too Much,MOVIE,2017,,72,"['documentation', 'history']",['CA'],,tt6854248,6.6,2176.0
1870,ts58133,Manhunt,SHOW,2017,TV-14,43,"['documentation', 'crime', 'thriller', 'drama']",['US'],2.0,tt5618256,8.1,57459.0
1871,tm425889,The Ballad of Buster Scruggs,MOVIE,2018,R,132,"['western', 'comedy', 'drama', 'romance']",['US'],,tt6412452,7.3,141528.0
1872,tm244174,Okja,MOVIE,2017,PG-13,122,"['drama', 'scifi', 'action']","['KR', 'US']",,tt3967856,7.3,116305.0
1873,ts53545,Santa Clarita Diet,SHOW,2017,TV-MA,29,"['comedy', 'horror']",['US'],3.0,tt5580540,7.9,64467.0
1874,tm350,The Bad Batch,MOVIE,2017,R,119,"['drama', 'action', 'horror', 'romance', 'scifi']",['US'],,tt4334266,5.2,30785.0
1875,ts84328,The Bureau of Magical Things,SHOW,2018,TV-G,23,"['scifi', 'family', 'fantasy']",['AU'],2.0,tt7153034,6.7,1914.0
1876,ts53198,One Day at a Time,SHOW,2017,TV-PG,29,"['comedy', 'drama']",['US'],4.0,tt5339440,8.2,15669.0
1877,ts76243,The End of the F***ing World,SHOW,2017,TV-MA,21,"['crime', 'comedy', 'drama', 'romance', 'thriller']",['GB'],2.0,tt6257970,8.1,177868.0
1878,ts58367,Safe,SHOW,2018,TV-MA,45,"['drama', 'thriller', 'crime', 'european']",['GB'],1.0,tt7902072,7.2,41822.0
1879,ts55720,GLOW,SHOW,2017,TV-MA,34,"['drama', 'comedy', 'sport', 'reality']",['US'],4.0,tt0784878,8.0,44751.0
1880,ts77852,Trolls: The Beat Goes On!,SHOW,2018,TV-G,21,"['comedy', 'romance', 'animation', 'family', 'fantasy']",['US'],8.0,tt7539608,5.8,798.0
1881,ts78430,Collateral,SHOW,2018,TV-MA,57,"['drama', 'thriller', 'crime']",['GB'],1.0,tt6729080,6.7,17304.0
1882,tm210043,Shot Caller,MOVIE,2017,R,120,"['thriller', 'crime', 'drama']",['US'],,tt4633690,7.3,83961.0
1883,ts56261,Castlevania,SHOW,2017,TV-MA,26,"['scifi', 'drama', 'fantasy', 'horror', 'animation', 'action']",['US'],4.0,tt6517102,8.3,61114.0
1884,tm226948,The Shack,MOVIE,2017,PG-13,132,"['fantasy', 'drama']",['US'],,tt2872518,6.2,35406.0
1885,ts82849,The Kominsky Method,SHOW,2018,TV-MA,26,"['drama', 'comedy']",['US'],3.0,tt7255502,8.2,38232.0
1886,ts74809,Knightfall,SHOW,2017,TV-14,44,"['action', 'drama', 'history']",['US'],2.0,tt4555364,6.7,19809.0
1887,ts56969,Atypical,SHOW,2017,TV-14,31,"['comedy', 'drama']",['US'],4.0,tt6315640,8.3,81643.0
1888,ts58155,Alias Grace,SHOW,2017,TV-MA,44,"['drama', 'thriller', 'crime']",['CA'],1.0,tt1034007,7.7,31577.0
1889,tm288499,Roma,MOVIE,2018,R,135,"['drama', 'european']","['MX', 'US']",,tt6155172,7.7,153508.0
1890,ts76458,Deadwind,SHOW,2018,TV-MA,46,"['drama', 'thriller', 'crime']",['FI'],3.0,tt6616260,7.3,8762.0
1891,tm299741,Crooked House,MOVIE,2017,PG-13,115,"['drama', 'crime']",['GB'],,tt1869347,6.3,23327.0
1892,ts39015,A Series of Unfortunate Events,SHOW,2017,TV-PG,47,"['action', 'family', 'comedy', 'drama']",['US'],3.0,tt4834206,7.8,59239.0
1893,tm244191,The Beguiled,MOVIE,2017,R,93,"['drama', 'documentation', 'war', 'thriller']",['US'],,tt5592248,6.8,21.0
1894,ts74816,American Vandal,SHOW,2017,TV-MA,33,"['comedy', 'drama', 'crime']",['US'],2.0,tt6877772,8.1,29972.0
1895,ts52821,Watership Down,SHOW,2018,TV-PG,50,"['animation', 'action', 'drama', 'family', 'fantasy']",['GB'],1.0,tt5670764,7.2,6043.0
1896,ts77563,Mystery Science Theater 3000,SHOW,2017,TV-14,86,"['scifi', 'comedy', 'thriller', 'drama', 'horror']",['US'],2.0,tt6782014,8.2,3605.0
1897,ts80856,Chilling Adventures of Sabrina,SHOW,2018,TV-14,57,"['scifi', 'thriller', 'drama', 'horror', 'fantasy']",['US'],4.0,tt7569592,7.4,90327.0
1898,tm272060,What Happened to Monday,MOVIE,2017,R,123,"['thriller', 'drama', 'action', 'crime', 'fantasy', 'scifi']","['BE', 'FR', 'GB']",,tt1536537,6.8,120311.0
1899,tm233482,The Foreigner,MOVIE,2017,R,113,"['thriller', 'action', 'crime', 'drama', 'european']","['IN', 'CN', 'US', 'GB']",,tt4759848,7.0,112487.0
1900,tm271951,Apostle,MOVIE,2018,R,130,"['thriller', 'horror', 'drama', 'fantasy']","['US', 'GB']",,tt6217306,6.3,51038.0
1901,tm311815,Icarus,MOVIE,2017,,121,"['documentation', 'thriller', 'sport']",['US'],,tt6333060,7.9,48672.0
1902,tm371380,The Package,MOVIE,2018,R,94,"['comedy', 'drama', 'thriller']",['US'],,tt7525778,5.5,17226.0
1903,ts76869,Violet Evergarden,SHOW,2018,TV-14,25,"['drama', 'animation', 'scifi', 'fantasy', 'romance']",['JP'],1.0,tt7078180,8.4,19940.0
1904,ts82526,Narcos: Mexico,SHOW,2018,TV-MA,56,"['drama', 'crime']",['US'],3.0,tt8714904,8.4,80902.0
1905,tm310899,Mary Magdalene,MOVIE,2018,R,120,['drama'],"['GB', 'US', 'AU']",,tt5360996,5.9,10234.0
1906,ts72247,Disenchantment,SHOW,2018,TV-14,29,"['scifi', 'comedy', 'fantasy', 'animation', 'action']",['US'],4.0,tt5363918,7.2,58639.0
1907,tm266666,Gerald's Game,MOVIE,2017,,103,"['horror', 'thriller', 'drama']",['US'],,tt3748172,6.5,104894.0
1908,tm435086,Level 16,MOVIE,2018,,102,"['thriller', 'drama', 'scifi', 'european']",['CA'],,tt4006302,6.0,11118.0
1909,ts82189,BAKI,SHOW,2018,TV-MA,24,"['action', 'animation', 'drama', 'sport']",['JP'],3.0,tt6357658,6.7,5706.0
1910,tm267401,The Invisible Guest,MOVIE,2017,R,107,"['thriller', 'crime', 'drama', 'european']",['ES'],,tt4857264,8.0,170351.0
1911,tm239286,The Cloverfield Paradox,MOVIE,2018,PG-13,102,"['thriller', 'horror', 'scifi', 'drama', 'action']",['US'],,tt2548396,5.5,102759.0
1912,tm273294,I Don't Feel at Home in This World Anymore,MOVIE,2017,,93,"['drama', 'thriller', 'comedy', 'crime', 'european']",['US'],,tt6149822,6.9,55549.0
1913,ts74823,Wet Hot American Summer: Ten Years Later,SHOW,2017,TV-MA,27,['comedy'],['US'],1.0,tt5669272,6.9,8502.0
1914,tm414285,Abducted in Plain Sight,MOVIE,2018,G,91,"['crime', 'documentation', 'thriller', 'drama']",['US'],,tt6098534,6.8,18165.0
1915,tm244192,Annabelle: Creation,MOVIE,2017,R,110,"['horror', 'thriller']",['US'],,tt5140878,6.5,129883.0
1916,ts77197,Seven Seconds,SHOW,2018,TV-MA,62,"['crime', 'drama']",['US'],1.0,tt6297682,7.7,15323.0
1917,tm419595,The Witch: Part 1. The Subversion,MOVIE,2018,,125,"['fantasy', 'action', 'european']",['KR'],,tt8574252,7.1,9862.0
1918,tm346943,Kodachrome,MOVIE,2017,,105,"['drama', 'comedy', 'european']",['US'],,tt1880399,6.8,16482.0
1919,ts76865,Devilman Crybaby,SHOW,2018,TV-MA,25,"['scifi', 'animation', 'action', 'drama', 'fantasy', 'horror']",['JP'],1.0,tt6660498,7.6,18575.0
1920,tm371900,Calibre,MOVIE,2018,,101,"['thriller', 'horror', 'drama']",['GB'],,tt6218358,6.8,27622.0
1921,ts312241,Oats Studios,SHOW,2017,TV-MA,6,"['scifi', 'horror']",['US'],1.0,tt16351432,6.4,870.0
1922,ts121489,Two Sentence Horror Stories,SHOW,2017,TV-14,22,"['drama', 'horror', 'thriller']",['US'],4.0,tt6873926,5.5,1841.0
1923,tm270895,I Am Not Your Negro,MOVIE,2017,R,93,"['documentation', 'history', 'european']","['BE', 'FR', 'US']",,tt5804038,7.9,21632.0
1924,ts55781,Black Spot,SHOW,2017,TV-MA,55,"['drama', 'thriller', 'crime', 'horror', 'european']","['BE', 'FR']",2.0,tt6519410,7.4,10705.0
1925,ts87369,Rust Valley Restorers,SHOW,2018,TV-14,45,['documentation'],['CA'],4.0,tt9498102,7.8,2732.0
1926,tm374132,Bird Box,MOVIE,2018,R,124,"['thriller', 'drama', 'horror', 'scifi']",['US'],,tt2737304,6.6,325194.0
1927,ts78080,Everything Sucks!,SHOW,2018,TV-14,24,"['drama', 'comedy']",['US'],1.0,tt7078710,7.5,18023.0
1928,tm244175,The Zookeeper's Wife,MOVIE,2017,PG-13,122,"['drama', 'war', 'history']","['GB', 'US', 'CZ']",,tt1730768,7.0,42808.0
1929,ts58307,Bad Blood,SHOW,2017,TV-14,46,"['drama', 'crime']",['CA'],2.0,tt6423364,7.5,9593.0
1930,ts55645,Five Came Back,SHOW,2017,TV-MA,65,"['war', 'documentation', 'history']",['US'],1.0,tt6587094,8.3,4600.0
1931,tm319818,Outlaw King,MOVIE,2018,R,121,"['drama', 'action', 'history', 'war']","['GB', 'US']",,tt6679794,6.9,69834.0
1932,ts78558,Queer Eye,SHOW,2018,TV-14,47,['reality'],['US'],6.0,tt7259746,8.5,18147.0
1933,tm313683,Veronica,MOVIE,2017,R,105,['horror'],['ES'],,tt4276868,6.2,40254.0
1934,ts79926,James Acaster: Repertoire,SHOW,2018,TV-14,52,['comedy'],['GB'],1.0,tt7818686,8.4,3545.0
1935,ts56648,The Keepers,SHOW,2017,TV-MA,56,"['crime', 'action', 'drama', 'documentation']",['US'],1.0,tt6792200,7.6,14.0
1936,tm244332,Beirut,MOVIE,2018,R,109,"['thriller', 'action', 'crime', 'drama']",['US'],,tt4669264,6.4,21843.0
1937,tm315340,The Night Comes for Us,MOVIE,2018,R,121,"['thriller', 'action']",['ID'],,tt6116856,6.9,25500.0
1938,ts42294,13 Reasons Why,SHOW,2017,TV-MA,58,"['drama', 'thriller']",['US'],4.0,tt1837492,7.5,282373.0
1939,ts84010,Pine Gap,SHOW,2018,TV-MA,56,"['drama', 'thriller']",['AU'],1.0,tt7371868,7.2,4772.0
1940,tm414887,Destination Wedding,MOVIE,2018,R,84,"['romance', 'comedy', 'drama']",['US'],,tt6987770,6.0,28933.0
1941,ts80035,Nightflyers,SHOW,2018,TV-MA,44,"['scifi', 'thriller', 'drama', 'horror']",['US'],1.0,tt6903284,5.8,13103.0
1942,tm420348,Cam,MOVIE,2018,,95,"['horror', 'thriller', 'drama']",['US'],,tt8361028,5.9,31042.0
1943,ts57055,Black Lightning,SHOW,2018,TV-14,42,"['scifi', 'action', 'drama']",['US'],4.0,tt6045840,6.1,24646.0
1944,tm244206,The Meyerowitz Stories (New and Selected),MOVIE,2017,,112,"['drama', 'comedy']",['US'],,tt5536736,6.9,47971.0
1945,tm434202,Malevolent,MOVIE,2018,,89,"['horror', 'thriller']",['GB'],,tt2386237,4.8,13290.0
1946,tm280828,The Babysitter,MOVIE,2017,R,85,"['horror', 'comedy']",['US'],,tt4225622,6.4,86953.0
1947,tm366567,When We First Met,MOVIE,2018,PG-13,97,"['fantasy', 'comedy', 'romance']",['US'],,tt5783956,6.4,48215.0
1948,tm310706,Extinction,MOVIE,2018,R,96,"['drama', 'thriller', 'scifi', 'action']",['US'],,tt3201640,5.8,51781.0
1949,tm410435,To All the Boys I've Loved Before,MOVIE,2018,PG-13,100,"['romance', 'comedy', 'drama']",['US'],,tt3846674,7.1,101175.0
1950,ts56480,Troy: Fall of a City,SHOW,2018,TV-MA,58,"['war', 'fantasy', 'romance', 'action']",['GB'],1.0,tt5103758,3.9,13677.0
1951,tm307283,Cargo,MOVIE,2017,,105,"['drama', 'thriller', 'horror', 'scifi']",['AU'],,tt3860916,6.3,42722.0
1952,ts82597,The Dragon Prince,SHOW,2018,TV-Y7,27,"['scifi', 'animation', 'action', 'drama', 'family', 'fantasy', 'thriller']",['US'],3.0,tt8688814,8.4,21635.0
1953,ts55962,Dear White People,SHOW,2017,TV-MA,29,"['comedy', 'drama']",['US'],4.0,tt5707802,6.1,24863.0
1954,tm244229,Everybody Knows,MOVIE,2018,R,132,"['drama', 'crime', 'thriller', 'european']","['IT', 'ES', 'FR']",,tt4964788,6.9,34009.0
1955,ts75164,VeggieTales in the City,SHOW,2017,TV-Y,23,"['comedy', 'family', 'music', 'animation']",['US'],3.0,tt6562134,5.7,110.0
1956,ts78452,Requiem,SHOW,2018,TV-MA,58,"['drama', 'animation', 'fantasy', 'thriller']",['GB'],1.0,tt6712390,6.4,6421.0
1957,ts75263,Wormwood,SHOW,2017,TV-14,43,"['crime', 'drama', 'documentation', 'fantasy']",['US'],1.0,tt1149367,7.0,4181.0
1958,ts85568,Perfume,SHOW,2018,TV-MA,29,"['crime', 'thriller', 'drama', 'documentation', 'comedy', 'romance']",['DE'],1.0,tt10163260,7.1,8536.0
